k8s.io/apimachinery/pkg,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/k8s.io/apimachinery/LICENSE,Apache-2.0
k8s.io/apimachinery/third_party/forked/golang/reflect,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/k8s.io/apimachinery/third_party/forked/golang/LICENSE,BSD-3-Clause
k8s.io/client-go,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/k8s.io/client-go/LICENSE,Apache-2.0
k8s.io/klog/v2,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/k8s.io/klog/v2/LICENSE,Apache-2.0
k8s.io/kube-openapi/pkg,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/k8s.io/kube-openapi/LICENSE,Apache-2.0
k8s.io/kube-openapi/pkg/internal/third_party/go-json-experiment/json,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/k8s.io/kube-openapi/pkg/internal/third_party/go-json-experiment/json/LICENSE,BSD-3-Clause
k8s.io/kube-openapi/pkg/validation/spec,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/k8s.io/kube-openapi/pkg/validation/spec/LICENSE,Apache-2.0
k8s.io/utils,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/k8s.io/utils/LICENSE,Apache-2.0
k8s.io/utils/internal/third_party/forked/golang/net,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/k8s.io/utils/internal/third_party/forked/golang/LICENSE,BSD-3-Clause
sigs.k8s.io/json,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/sigs.k8s.io/json/LICENSE,Apache-2.0
sigs.k8s.io/structured-merge-diff/v4,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/sigs.k8s.io/structured-merge-diff/v4/LICENSE,Apache-2.0
sigs.k8s.io/yaml,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/sigs.k8s.io/yaml/LICENSE,Apache-2.0
sigs.k8s.io/yaml/goyaml.v2,https://github.com/grafana/beyla-k8s-cache/blob/HEAD/vendor/sigs.k8s.io/yaml/goyaml.v2/LICENSE,Apache-2.0
